ID,Gender,PHI,MHI,FI,LD,SCI,UE,TI,APM
2311217,m,0,0,1,1,1,1,1,5
2311970,m,0,1,1,1,1,1,1,5
1612521,m,0,1,1,0,0,1,1,4
2312308,m,0,0,1,1,0,1,1,4
2211410,f,0,1,0,0,1,1,0,3
1510748,m,1,1,1,0,1,0,0,3
1931652,m,1,1,0,0,1,0,0,4
2311380,f,1,1,0,0,0,0,0,1
1620454,f,0,0,1,0,0,0,0,2
1931415,f,1,0,0,1,0,0,0,4
1931229,f,1,1,0,0,0,0,0,1
2211060,m,0,0,1,1,0,1,0,1
2312139,f,0,0,0,0,0,1,0,4
2211559,m,1,0,1,0,0,1,0,4
2211129,f,1,1,1,1,1,0,0,2
2311997,f,1,1,0,1,1,1,1,5
2311900,m,0,1,0,0,1,1,1,5
1632614,f,1,1,0,0,1,0,0,3
1620018,f,1,0,1,0,0,0,1,5
1721211,m,0,0,1,1,0,1,1,5
2325554,f,0,0,0,0,1,1,1,2
1411368,f,1,1,1,0,1,1,1,5
2211581,f,0,1,1,1,1,1,1,5
2311991,m,1,0,1,1,0,0,0,3
2211504,f,0,0,1,1,0,0,0,2
2312012,m,0,0,1,0,0,1,1,1
1620454,m,1,1,0,0,1,1,1,3
1921708,m,1,0,0,1,0,0,0,2
2312248,m,1,1,1,0,0,1,0,2
1921174,f,0,0,1,0,0,1,0,5
2311278,f,0,0,0,1,0,1,0,5
2325576,m,1,1,0,0,0,0,1,4
2312286,m,1,0,0,1,1,0,0,3
1612789,f,1,1,0,1,1,1,0,1
1713130,f,0,1,1,0,1,0,0,2
2311282,f,1,0,1,1,0,0,1,5
2311874,m,0,0,1,1,1,0,1,1
1712862,f,1,0,1,1,0,1,0,5
2311351,m,1,0,1,1,1,0,1,2
1612797,f,0,1,0,1,1,1,1,3
1620954,m,1,0,1,0,1,0,0,2
2311184,m,1,0,1,0,0,0,1,3
2211082,f,1,1,1,0,0,1,1,1
2311364,f,0,1,0,0,1,0,1,2
2211322,m,0,0,1,1,0,0,1,2
1811050,m,0,1,0,0,0,0,1,1
2311915,f,1,1,0,0,1,0,1,2
2211593,m,1,0,0,1,0,0,1,5
1620704,f,0,1,1,1,0,0,1,5
2211239,m,0,1,1,1,1,0,1,2
2311383,f,0,1,0,0,1,1,0,5
1611889,f,1,0,1,0,1,0,1,1
2312021,f,0,1,0,0,1,1,1,5
2311284,f,1,1,1,1,0,1,1,1
2211586,m,1,0,1,0,1,0,0,2
2311789,m,1,0,0,0,0,1,1,2
2211066,m,0,0,0,1,0,1,1,5
1911202,f,0,1,0,1,0,0,0,3
2211572,f,0,0,1,0,0,1,0,1
2211193,f,0,1,1,0,0,0,0,3
2311804,m,0,1,0,0,1,1,0,1
1632644,f,1,1,1,1,1,1,0,1
2211198,m,1,1,0,0,1,1,0,1
2312113,f,0,0,0,0,0,1,0,3
2311903,f,1,0,1,1,0,0,1,3
1530712,f,1,1,1,1,0,0,0,3
2311339,m,1,0,0,0,0,0,0,5
2312131,m,0,0,0,0,1,1,0,5
2312205,m,0,1,0,0,1,0,0,5
1612316,m,1,1,1,1,1,1,0,3
2231874,m,1,1,1,1,1,0,0,4
2312009,m,0,0,0,0,0,0,0,3
2211364,m,0,1,0,0,0,0,0,4
2122152,f,0,1,0,0,1,0,1,3
2211255,f,1,1,0,0,0,1,1,5
2211157,f,0,1,0,1,0,0,1,3
1711927,m,0,0,0,1,1,0,0,3
1912085,m,0,1,0,0,0,0,0,3
2011694,m,1,0,1,0,1,1,1,3
2131230,f,0,1,1,0,1,1,0,3
2211055,m,0,1,1,0,1,1,0,4
2325564,m,0,1,1,0,1,1,0,2
2311021,f,1,1,0,0,1,0,1,3
1410910,m,0,1,0,0,1,1,1,2
1621087,m,0,0,0,1,0,1,0,4
1631556,f,0,0,1,0,0,0,0,3
1620639,f,1,1,1,0,1,0,0,4
2014305,f,1,1,0,0,1,0,1,2
2211319,m,0,0,1,0,1,0,0,3
2312273,f,0,0,0,0,1,1,1,3
2122194,f,1,0,0,1,1,1,0,6
2311350,m,1,1,0,1,1,0,1,7
2211467,m,1,1,0,1,0,1,0,5
2311405,m,0,1,0,0,1,0,0,3
1620742,f,1,1,0,1,1,1,1,5
2311341,m,0,0,1,1,0,0,0,4
2311823,m,1,0,1,0,0,0,0,4
2212937,m,1,0,1,0,0,1,1,5
2211103,m,0,1,1,0,0,1,0,7
2311294,m,0,0,1,1,1,1,0,2
1921206,f,1,0,1,1,1,1,1,6
2311929,f,1,1,0,0,1,0,1,8
1612658,f,0,0,1,1,1,1,0,6
2311962,m,1,1,1,1,1,1,1,9
1612771,m,0,1,1,1,1,0,1,7
1912852,f,0,0,0,1,0,1,0,6
1711182,f,1,0,1,0,1,0,0,9
1711252,m,1,0,0,1,1,0,1,10
1631797,f,1,0,0,1,1,1,1,9
2311447,m,0,1,1,1,0,0,0,8
1430452,f,1,0,0,1,0,0,0,6
2311415,f,1,0,1,1,0,0,0,9
2211217,m,0,1,1,0,0,1,0,7
2311108,f,1,1,0,0,0,1,0,8
1610998,f,0,1,0,1,1,0,0,9
1721045,f,1,0,0,0,1,0,0,10
2311359,m,0,1,0,1,1,0,1,9
2311926,f,1,0,1,0,1,0,0,6
2211266,m,0,1,0,1,0,0,0,6
2312151,f,0,0,0,1,1,0,0,8
2211346,m,1,1,1,1,1,1,1,7
2211123,m,0,0,0,1,1,0,1,9
2311406,m,1,0,0,0,1,0,0,4
2311807,f,0,0,1,0,1,0,1,9
1620504,f,1,1,1,0,0,0,1,7
2211439,f,0,0,1,1,1,0,1,6
2311201,m,0,0,0,1,0,0,1,7
2211349,f,0,0,0,0,1,1,1,9
2211487,m,0,0,1,0,1,1,0,6
2311391,m,0,0,1,1,0,0,0,8
1711923,m,0,1,0,0,0,1,0,9
2311853,m,1,1,0,0,1,0,1,6
1621759,f,1,1,0,0,0,1,0,7
1721332,m,1,0,0,1,0,0,1,7
2132687,m,0,0,1,1,0,1,0,7
2311879,f,1,1,0,1,0,0,1,9
2311407,f,1,0,0,1,0,0,0,9
2312094,m,1,1,0,0,1,0,1,9
2311450,f,1,1,1,0,0,0,0,12
1711406,m,0,0,1,0,1,0,0,9
2122323,m,0,0,1,0,0,0,0,4
2311896,f,0,0,0,1,1,1,0,5
2211426,m,0,0,0,0,1,0,0,4
2211116,m,0,0,0,0,1,1,1,4
2312253,f,0,1,1,0,0,1,0,5
2211196,f,0,1,1,1,0,0,1,7
2311401,f,1,1,1,1,1,0,0,11
2031077,m,1,0,0,1,1,1,0,5
1510610,m,0,0,0,0,1,0,0,4
1612771,f,0,1,1,0,0,1,1,11
1620200,f,0,1,0,0,0,0,1,5
2311969,f,0,1,0,0,1,0,0,8
2312256,m,1,1,1,0,0,1,1,8
2311029,m,1,1,0,0,0,0,0,4
1620084,m,0,1,1,0,0,0,0,2
2211577,f,0,0,0,1,1,1,0,1
2311432,m,0,0,0,1,0,1,0,1
2312002,m,1,0,0,1,0,0,1,4
1310480,f,1,0,1,0,1,1,0,5
1711372,f,0,0,1,1,1,0,1,2
1911563,f,0,1,1,1,1,1,1,3
2211386,m,1,1,1,0,0,0,1,2
1531481,f,1,1,0,0,0,1,1,2
2311897,m,0,1,0,0,0,0,0,2
2311478,m,0,0,0,1,0,0,1,4
2311948,f,0,1,1,1,0,0,0,4
2211313,m,1,0,0,0,1,1,0,2
2211468,f,1,1,1,1,1,1,0,4
2312175,f,1,0,1,0,0,1,0,5
2312323,f,1,0,1,0,1,1,0,5
2312108,m,0,1,0,0,0,1,0,1
1632761,f,0,0,0,0,0,0,0,1
2311288,f,1,0,1,0,0,0,0,5
2311410,m,0,0,1,1,0,0,1,4
2311864,f,1,1,1,0,0,1,1,5
2311032,m,0,1,0,0,1,0,0,1
2211211,m,0,0,0,0,0,0,1,1
1430407,f,0,1,1,0,1,0,0,1
2312223,m,0,1,0,1,1,0,1,4
2111439,f,1,1,1,0,1,1,1,3
1631888,f,1,1,0,1,1,1,0,4
2211324,m,1,0,0,0,1,1,1,3
2211389,m,0,1,1,0,0,0,0,1
1612789,m,1,1,0,0,1,1,1,3
2211216,m,0,1,0,1,0,1,0,1
1921909,m,0,0,0,1,1,0,1,3
1721251,m,0,0,0,1,1,0,1,1
1621010,f,1,0,1,0,0,1,0,1
2312169,f,1,1,0,0,0,0,0,5
2211371,f,1,0,0,1,0,1,1,5
1430452,f,1,0,1,0,0,0,1,1
2312160,f,1,1,0,0,0,0,0,5
2211227,f,0,1,1,1,0,0,1,3
2311883,m,1,0,1,0,0,0,0,4
1912186,f,1,1,0,0,0,0,1,1
2211090,m,1,0,1,0,0,1,1,5
2211254,f,0,1,1,1,0,0,1,2
2311181,f,0,0,1,1,1,0,1,2
2312161,f,0,1,1,0,0,1,0,5
2312008,m,1,0,0,1,1,1,1,3
1711193,f,0,1,1,1,0,1,1,2
2312055,m,0,1,0,0,1,0,0,4
1612553,f,1,1,1,1,0,1,1,5
1721474,m,0,1,0,0,1,1,1,1
2211413,f,0,0,1,0,1,1,0,5
2211134,m,1,1,1,0,1,1,1,1
2312246,m,0,1,0,0,1,0,1,4
1330527,m,1,1,1,1,1,1,0,5
1611492,f,1,1,0,1,1,0,0,3
2312325,f,1,1,1,1,0,0,1,1
2311362,f,1,0,1,1,1,0,0,2
2211087,f,0,0,1,0,1,1,0,3
2311429,m,1,0,0,0,0,1,1,3
2311360,f,0,0,0,0,0,0,0,3
2311785,f,0,0,0,0,0,0,1,4
2311925,m,0,0,0,1,1,1,0,3
2312111,m,0,0,0,0,1,0,1,5
2312091,m,0,0,0,0,1,0,0,3
1431225,f,0,0,0,1,0,1,1,2
2312164,m,1,1,0,1,1,0,0,3
1712496,f,1,0,1,0,1,0,1,3
1610959,f,0,0,1,1,0,1,1,3
2311965,f,0,0,1,0,1,0,1,2
2211286,f,1,1,1,0,1,0,0,5
2211569,m,0,1,0,0,0,1,1,2
2022015,m,0,0,0,0,0,1,0,3
2311895,f,0,0,1,0,1,1,1,1
1531535,m,0,0,1,0,1,0,1,1
1510610,m,0,1,0,1,0,0,1,1
2311851,f,0,1,0,0,0,0,1,2
2311205,m,1,0,1,0,1,0,1,1
1621454,m,0,0,0,0,1,1,0,4
2311846,f,1,1,0,0,0,1,0,2
1430041,f,1,1,0,0,1,1,0,1
1610421,f,1,0,0,1,1,0,1,3
2211357,f,1,0,0,0,0,0,1,3
2312177,m,1,0,0,0,0,0,1,2
1632351,m,1,1,1,1,0,1,0,2
1712508,m,0,0,0,1,0,1,1,2
1911229,f,0,1,0,0,0,0,0,3
2312025,m,1,0,0,1,0,0,0,1
1711271,m,0,1,0,1,0,0,1,4
2211221,f,1,1,1,0,0,1,0,5
1621825,f,1,1,0,0,1,0,1,3
2211592,f,1,1,0,1,1,1,1,2
2312090,m,1,1,1,1,0,0,1,1
1420968,m,1,1,0,1,1,0,0,5
2311348,f,1,1,1,0,1,1,1,4
2311355,m,1,0,1,0,1,0,1,4
2311475,f,0,1,0,1,1,1,0,2
1711209,m,1,0,1,0,0,1,0,4
1510782,m,0,1,1,0,0,1,0,2
2311893,m,0,0,0,1,1,0,0,5
2312242,m,1,1,0,1,1,1,0,4
1713144,m,1,1,0,1,1,0,0,1
2012335,m,1,1,0,0,0,1,1,3
2311802,m,1,0,1,0,1,1,1,2
1631459,f,1,0,0,1,0,1,1,4
1521848,m,1,1,0,1,0,0,1,4
2211294,f,1,0,1,1,1,0,0,4
1610664,m,0,0,0,1,0,1,1,2
2311379,f,1,1,0,1,0,1,1,3
2311393,f,1,1,0,0,1,1,1,3
1632113,m,0,0,0,1,0,1,0,4
2211528,m,1,0,0,1,0,0,1,4
1612682,f,1,1,1,0,0,0,0,3
2211345,f,0,1,0,0,1,0,0,4
1712503,m,1,0,1,0,0,1,0,4
2312062,m,0,1,1,0,1,0,1,5
2021545,f,0,1,0,1,1,0,0,5
2311452,m,1,0,0,0,0,1,1,6
2211465,m,1,1,1,1,1,1,0,4
1510624,m,0,0,1,0,0,1,0,3
1610829,f,1,0,1,0,1,0,1,4
2211390,f,1,1,0,0,0,1,1,2
2011204,m,0,1,1,1,1,1,0,7
1610102,m,0,0,1,1,0,1,1,3
2022390,f,0,0,0,0,1,1,1,9
1612658,f,1,0,0,1,1,1,0,3
2211531,m,1,0,0,0,1,1,0,4
2211067,f,0,1,1,1,0,0,1,5
2312087,f,1,0,1,0,1,0,0,3
1530256,f,1,0,1,1,0,1,0,6
2311299,f,0,0,1,1,1,0,0,7
1711271,m,0,0,0,1,1,0,1,5
2311022,m,0,1,0,0,0,1,1,3
2312176,m,0,0,0,0,0,1,1,4
2312058,m,1,0,0,0,0,0,0,3
2312109,m,1,1,1,0,0,1,0,8
2031617,f,0,1,1,0,0,1,0,5
2311860,f,0,1,1,0,1,0,1,5
2311386,m,1,0,0,0,1,0,0,5
2311999,f,1,0,0,0,0,0,1,9
2011519,f,0,0,0,1,1,0,0,3
2311473,f,0,1,1,0,1,1,0,4
1632487,m,1,1,1,0,0,0,1,4
2211153,m,1,1,0,1,1,1,1,3
2312099,f,0,0,1,1,0,0,0,8
2211121,m,1,0,1,0,0,1,0,2
1632082,f,0,1,1,0,0,1,0,8
2312198,m,1,1,1,0,0,1,1,4
2312072,f,1,1,0,0,0,0,0,2
1610902,f,0,0,1,1,1,0,0,8
1330275,m,0,1,1,1,0,0,0,5
2013223,m,0,0,0,0,0,1,0,3
2311809,f,1,1,0,1,0,1,1,2
2311416,m,0,0,1,0,0,1,1,4
2232399,m,0,0,1,1,1,1,1,5
1811640,m,1,0,0,1,1,0,0,5
1610829,m,0,1,1,0,1,0,1,2
2311349,m,0,0,1,0,0,0,0,2
2311018,m,1,1,0,1,0,0,0,5
1610875,m,1,1,0,0,1,0,1,5
1632354,m,1,1,1,1,0,1,1,13
1731931,m,0,0,1,0,0,1,0,3
2312148,f,1,0,1,1,0,0,0,8
2211064,f,1,1,0,0,1,0,1,8
2211438,f,1,0,0,0,0,0,1,4
2312121,m,0,0,1,0,0,1,0,2
2311272,m,1,0,0,1,1,1,1,7
2131408,m,1,0,0,1,0,1,0,3
2312269,f,0,1,1,0,1,0,1,6
1430528,m,0,0,1,1,0,0,1,2
1831147,f,1,0,1,0,1,0,0,9
1611029,f,0,0,0,0,1,1,0,9
1620570,f,0,1,0,1,1,0,1,7
2311438,f,0,1,0,0,1,1,0,3
2312076,m,0,1,1,1,0,1,0,2
1632614,f,1,0,1,0,0,1,0,4
2211180,f,0,0,1,0,0,1,1,9
1821119,m,1,0,1,1,1,1,0,2
2211466,m,1,0,0,0,0,0,0,9
2211202,f,0,1,1,0,1,0,0,9
2311116,f,1,1,0,1,0,1,1,5
1411368,f,0,1,1,0,0,0,1,9
2211540,m,1,0,1,1,0,0,1,9
1912054,f,0,0,1,0,1,1,1,2
2312039,m,1,0,0,1,1,0,0,3
2211395,f,1,0,1,1,1,1,1,8
1430407,f,0,1,1,1,1,0,0,5
2211519,m,1,0,1,1,1,1,1,9
2312065,f,1,0,1,0,0,0,1,4
2311045,m,1,0,1,1,0,0,1,4
1611492,m,1,1,1,0,0,0,1,7
2312010,m,1,1,0,1,0,1,0,3
2311119,f,1,1,1,0,0,1,1,8
2111075,m,1,0,1,1,0,0,1,4
1721077,f,1,1,1,1,1,0,0,2
2211334,f,1,1,1,0,1,1,0,5
1713075,f,0,0,1,0,1,0,1,4
2211554,m,0,1,1,1,0,0,1,5
2325574,f,1,1,1,1,0,1,1,4
1711193,m,0,1,1,1,0,0,0,6
1721032,f,0,0,0,0,1,0,0,4
1410290,f,0,1,0,0,1,1,1,3
1610221,f,0,1,0,1,1,1,0,9
2312171,f,1,0,1,1,1,0,0,3
2312127,f,1,1,0,1,0,1,0,5
2311437,f,1,0,1,0,1,1,0,2
2311884,m,1,1,1,1,1,0,1,2
2211310,f,0,0,0,1,1,1,1,9
2311918,m,0,1,1,0,0,0,0,1
2311027,m,1,1,1,1,1,1,1,13
1612798,m,1,0,1,0,1,1,1,12
2013044,f,0,1,1,0,0,1,1,2
1912685,f,0,1,1,0,0,1,0,5
1520505,f,1,0,0,0,1,1,0,9
2021086,f,1,1,0,1,1,1,1,4
2211277,f,0,1,1,0,0,1,1,3
2312119,f,1,1,1,0,0,0,0,9
1410345,f,0,1,1,1,1,1,1,4
2311334,m,0,1,1,1,1,0,0,5
1610102,m,0,1,0,0,1,0,1,8
1512230,f,0,0,1,0,1,1,0,3
2211573,m,1,1,1,0,0,1,1,1
1620838,f,1,1,1,1,1,0,1,5
1921162,m,0,1,1,1,0,0,0,3
2312086,m,1,0,1,0,0,1,1,2
2311471,m,0,1,1,0,1,1,1,1
2320221,f,0,1,0,0,0,1,1,5
2312124,m,0,0,0,0,0,0,0,4
2311968,m,1,0,1,0,0,0,1,3
2011650,m,1,1,0,1,0,0,0,4
2211523,m,0,1,1,1,0,0,1,2
2211374,f,1,0,1,0,1,1,0,1
2311196,m,0,0,0,0,0,1,0,4
1931354,m,1,0,1,0,0,1,0,3
2311902,m,1,0,0,0,1,0,0,2
2021104,f,0,0,0,0,0,1,1,1
1612316,m,1,1,0,0,0,0,1,4
2311372,f,1,1,0,0,1,1,1,4
2211173,m,0,0,1,1,1,1,1,4
2312201,m,1,0,1,0,0,1,1,1
2013248,m,0,1,0,1,1,0,0,2
1611415,f,0,0,1,0,0,1,0,1
2311310,f,0,1,0,0,1,1,1,2
2312221,f,1,0,1,0,1,0,0,1
2311036,m,0,0,1,0,0,1,1,5
2012281,f,0,0,1,0,1,0,0,5
1713019,m,0,1,0,0,0,0,1,3
2211080,m,1,0,0,0,1,1,0,4
2312297,f,0,1,0,1,0,1,0,4
2311110,f,1,0,0,1,0,1,0,1
2311945,f,1,0,1,1,1,0,1,2
1831668,f,1,0,0,1,0,0,1,1
2211556,m,1,1,1,0,1,1,0,2
2211088,f,1,1,0,0,0,1,1,3
1911541,m,1,0,1,0,1,1,0,1
2311840,m,0,0,0,1,1,1,1,3
2312199,f,0,0,1,1,1,0,0,3
2211350,f,0,1,1,0,0,0,1,3
1620018,m,1,0,0,0,1,0,1,3
2311266,m,1,1,0,0,1,1,0,4
2211388,m,1,1,1,0,0,0,0,5
2021545,f,1,0,1,1,0,0,1,5
1910185,f,1,0,0,0,0,1,0,5
1631797,m,1,0,1,1,1,1,0,4
1620855,m,1,1,1,0,0,0,0,1
2311313,m,0,1,0,1,1,1,1,1
2211204,f,1,0,0,0,1,1,1,4
2312031,m,0,0,0,0,1,0,1,3
1410910,m,0,0,1,1,1,0,1,3
2211297,f,1,1,0,0,0,0,1,2
2311376,f,1,1,0,1,0,1,1,2
2021451,m,0,0,0,1,0,1,1,4
2311788,f,1,1,0,1,0,1,1,2
2013555,m,1,0,1,0,0,1,0,2
2211312,m,0,1,1,1,1,0,0,3
2211170,f,0,1,1,1,0,1,0,3
2311292,f,0,1,1,0,1,0,0,5
2311784,f,1,0,1,1,1,0,0,3
2311270,m,0,0,0,0,1,0,0,2
2211214,m,0,0,0,1,0,1,0,3
2312305,m,1,1,1,1,0,0,1,4
1921119,m,0,1,1,1,1,0,1,4
2211185,m,1,1,0,0,1,0,0,5
1611455,m,1,0,0,1,0,1,0,5
1712830,m,1,0,0,1,0,1,0,4
1620392,m,0,1,0,1,0,1,0,1
2311852,m,0,0,1,1,1,0,1,1
2211128,f,1,0,1,1,0,1,0,3
2011403,m,1,1,0,1,1,0,0,2
1620457,m,1,1,0,1,0,1,1,2
2311182,m,0,1,1,0,0,0,1,5
2312128,m,0,1,0,0,1,0,0,2
2312016,m,1,1,0,0,0,0,1,5
1921997,m,1,1,0,1,1,1,1,1
2311105,m,1,0,1,1,0,1,0,5
2312149,f,0,0,1,1,1,1,0,4
1711364,f,1,1,0,0,1,0,1,1
1812291,m,1,0,1,0,1,1,1,5
2012621,m,1,1,0,0,1,0,0,3
2312035,m,0,0,1,0,0,0,1,4
2211445,m,1,1,0,0,1,1,1,4
2312317,f,0,0,1,1,0,1,1,5
1711155,f,0,1,0,1,1,0,0,1
2211068,m,0,0,1,1,1,1,1,1
1711485,m,1,0,0,0,0,0,0,2
2311042,f,1,1,1,0,1,0,1,3
2232436,f,0,0,1,1,0,1,1,4
1821641,f,0,0,1,0,1,0,0,4
2021474,m,1,0,0,1,0,0,1,5
1721524,m,0,1,0,0,1,1,1,4
2211314,m,1,0,0,1,0,0,1,3
1620298,m,0,0,0,0,1,0,0,4
1912805,m,1,1,1,1,1,1,1,3
2311216,m,1,0,0,0,1,1,0,2
2312080,f,1,1,1,1,1,1,1,1
1631596,f,0,1,0,0,1,0,1,2
2312193,f,0,1,0,1,1,0,0,5
2211516,m,0,0,1,0,0,1,0,3
2021817,m,0,1,0,0,1,0,1,5
2211529,m,1,0,1,0,1,0,1,3
2311981,m,0,1,0,1,0,1,0,4
2312142,f,1,0,1,0,1,0,1,5
1921510,m,0,1,0,1,0,1,0,3
2311467,m,1,0,1,0,1,0,1,2
2311210,f,0,1,0,1,0,1,0,4
2312234,m,1,0,1,0,1,0,1,3
1912490,m,0,1,0,1,0,1,0,5
2211534,m,0,1,0,1,0,1,0,3
1632026,f,1,0,1,0,1,0,1,4
2311982,m,0,1,0,1,0,1,0,5
2012168,m,1,0,1,0,1,0,1,3
2311291,f,0,1,0,1,0,1,0,4
1721024,f,1,0,1,0,1,0,1,3
2311397,m,0,1,0,1,0,1,0,1
2211532,f,0,1,0,0,1,0,0,2
2312172,m,1,1,0,1,0,0,0,3
2312245,m,1,0,1,1,0,1,1,4
2312075,m,0,1,0,1,0,1,0,1
1921214,f,1,0,1,0,1,0,1,5
2211160,m,0,1,0,1,0,1,0,6
1631594,m,1,0,1,0,1,0,1,3
2325579,m,0,1,0,1,0,1,0,4
1430463,m,1,0,1,0,1,0,1,3
2311215,m,0,1,0,1,0,1,0,1
2211075,f,0,1,0,0,1,0,0,2
1621087,m,1,1,0,1,0,0,0,3
2311315,m,1,0,1,1,0,1,1,4
2011375,m,0,1,0,1,0,1,0,1
2311871,m,0,0,0,1,1,0,1,5
2211408,f,1,0,1,1,0,1,0,5
2211210,f,0,0,1,1,1,1,0,4
2211164,m,1,1,0,0,1,0,1,1
1721311,f,1,0,1,0,1,1,1,5
2311901,m,1,1,0,0,1,0,0,3
2011054,m,0,0,1,0,0,0,1,4
1721095,f,1,1,0,0,1,1,1,4
2312230,m,0,0,1,1,0,1,1,5
2211114,f,0,1,0,1,1,0,0,1
2211295,m,0,0,1,1,1,1,1,1
2211315,f,1,0,0,0,0,0,0,2
2312259,m,1,1,1,0,1,0,1,3
2211474,f,0,0,1,1,0,1,1,4
2211432,m,0,0,1,0,1,0,0,1
2211435,f,1,0,0,1,0,0,1,5
2312051,m,0,1,0,0,1,1,1,4
1410795,f,1,0,0,1,0,0,1,3
2311382,m,0,0,0,0,1,0,0,4
1620131,m,1,1,1,1,1,1,1,3
2311267,f,1,0,0,0,1,1,0,2
2312180,m,1,1,1,1,1,1,1,1
2311030,f,0,1,0,0,1,0,1,2
2211544,m,0,1,0,1,1,0,0,1
1610050,m,0,0,1,1,1,1,1,1
2014310,m,1,0,0,0,0,0,0,2
2011118,m,1,1,1,0,1,0,1,3
1010848,m,0,0,1,1,0,1,1,4
2312030,m,0,0,1,0,1,0,0,1
2012168,m,1,0,0,1,0,0,1,5
1712900,f,0,1,0,0,1,1,1,4
2311850,m,1,0,0,1,0,0,1,3
1330527,f,0,1,0,1,0,1,0,5
2211271,m,1,0,1,0,1,0,1,3
1512440,m,0,1,0,1,0,1,0,4
2311966,m,1,0,1,0,1,0,1,3
2311791,m,0,1,0,1,0,1,0,1
1911119,m,0,1,0,0,1,0,0,2
2014305,m,1,1,0,1,0,0,0,3
1612553,f,1,0,1,1,0,1,1,4
1712063,m,0,1,0,1,0,1,0,1
2312170,m,1,0,1,0,1,0,1,5
2211101,m,0,1,0,1,0,1,0,6
2311976,f,1,0,1,0,1,0,1,3
1612575,m,1,1,0,0,1,0,0,3
2312225,m,0,0,1,0,0,0,1,4
2311378,f,1,1,0,0,1,1,1,4
1612521,m,0,0,1,1,0,1,1,5
1620897,f,0,1,0,1,1,0,0,1
2211183,m,0,0,1,1,1,1,1,1
2211440,f,1,0,0,0,0,0,0,2
2211279,f,1,1,1,0,1,0,1,3
1511123,f,0,0,1,1,0,1,1,4
2211146,m,0,0,1,0,1,0,0,1
2312112,f,1,0,0,1,0,0,1,5
1711155,f,0,1,0,0,1,1,1,4
2312322,f,1,0,0,1,0,0,1,3
2311326,m,0,0,0,0,1,0,0,4
1530179,f,0,1,0,1,0,0,1,1
2311882,m,0,1,0,0,1,0,0,4
2211428,f,0,0,0,1,0,1,0,5
2211219,f,0,1,1,1,1,0,0,6
2311862,f,1,0,1,1,0,0,0,2
1632082,m,1,1,0,0,0,1,0,5
2311435,m,1,1,1,1,0,1,0,1
2211344,m,0,0,0,0,0,0,0,4
2022558,f,0,1,0,1,0,1,1,1
2312158,f,1,0,1,1,1,0,1,5
2211194,f,0,1,0,0,1,1,0,4
2325569,f,1,0,0,1,1,1,1,3
2311912,m,0,1,1,1,0,0,0,4
2312282,m,1,0,0,1,0,1,0,1
2311451,f,0,1,0,0,1,0,1,4
2312137,f,1,0,0,0,0,1,0,1
2211372,m,0,0,1,0,1,0,0,5
2014323,m,1,0,1,0,0,1,1,6
2312032,f,0,0,0,0,1,1,1,3
1712483,f,1,0,1,1,0,0,0,3
2312063,m,1,1,0,1,1,0,1,4
2211585,m,0,1,1,0,0,1,1,4
2311830,f,1,1,1,1,1,0,1,5
2311464,m,0,1,1,1,1,1,1,1
2211469,m,0,0,0,0,0,0,0,1
2311106,m,1,1,0,1,0,1,0,2
2211335,f,0,1,1,0,1,1,1,3
2311946,m,0,1,0,1,0,0,0,4
2325563,m,0,0,1,0,0,1,1,1
2232552,f,1,0,0,1,1,1,0,5
2211348,m,0,0,1,0,0,1,1,4
1911033,m,0,0,0,1,0,0,0,3
1620573,m,1,0,1,0,0,1,1,4
2311906,m,1,0,0,1,0,0,0,1
2211518,m,0,0,1,0,1,0,1,4
1620954,f,1,1,1,1,0,0,1,1
2211059,f,0,1,1,0,0,0,1,3
1620705,m,1,0,0,0,1,0,0,4
2211117,m,1,1,1,0,1,0,1,3
2012998,m,0,0,0,0,0,0,0,2
2311951,m,0,0,1,1,1,1,0,6
2211412,m,0,1,0,1,1,0,0,2
1921317,f,0,1,1,0,0,0,1,5
1711252,f,0,1,1,1,1,0,1,1
2312122,m,1,0,0,0,0,0,0,4
2211147,m,1,0,1,0,1,0,1,1
2325565,m,0,1,0,1,1,1,0,5
1410616,m,1,0,1,0,0,1,1,4
1715342,m,0,1,0,0,1,1,1,3
2211092,m,0,0,1,1,1,0,0,4
1612797,f,1,1,0,0,1,0,1,1
2312275,f,0,0,1,0,0,1,0,4
2211356,m,0,1,0,0,0,0,1,1
1711973,m,1,0,0,1,0,1,0,5
2312252,m,0,1,0,1,0,0,1,6
2312024,f,0,0,0,0,0,1,1,3
2312105,m,0,1,0,1,1,0,0,3
2311476,m,1,1,1,0,1,1,0,4
2211287,f,1,0,1,1,0,0,1,4
1620018,m,0,1,1,1,1,1,0,5
2013712,f,1,0,1,1,1,1,1,1
2311389,m,0,0,0,0,0,0,0,1
1531460,m,1,0,1,0,1,1,0,2
1632451,f,1,1,0,0,0,0,1,1
2311309,m,1,0,0,1,0,1,0,3
2211292,m,0,1,0,1,0,0,1,1
1712602,m,0,1,0,1,0,1,0,1
1812277,m,0,1,0,0,1,0,0,2
2311786,f,1,1,0,1,0,0,0,3
1712440,m,1,0,1,1,0,1,1,4
2312048,m,0,1,0,1,0,1,0,1
2312074,m,0,1,0,0,0,0,1,1
1712975,m,1,0,0,1,0,1,0,5
2211079,m,0,1,0,1,0,0,1,6
1620313,f,0,0,0,0,0,1,1,3
